id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,listing_type,price_usd,price_per_sqft_usd
S000167,2022-09-30,Liwan,Dubailand,25.05795,55.32361,apartment,3BR,3,2004,186.2,Noor Bank,Red,54,16.26,secondary_sale,356300,178
S000168,2021-12-31,Jumeirah Bay Island,Jumeirah,25.18946,55.24442,apartment,2BR,2,1200,111.4,ADCB,Red,40,3.14,secondary_sale,1420000,1184
S000169,2021-08-13,Bluewaters Island,Dubai Marina,25.08544,55.12648,apartment,3BR,3,2122,197.1,Jumeirah Golf Estates,Red,36,19.39,secondary_sale,1305300,615
S000170,2022-05-05,Bulgari Resort,Jumeirah Bay,25.20503,55.26399,apartment,3BR,3,2424,225.2,Business Bay,Red,14,1.36,secondary_sale,5007200,2066
S000171,2025-05-29,Dubailand,Dubailand,25.0333,55.30445,villa,5BR_villa,5,6141,570.5,Ibn Battuta,Red,83,18.47,secondary_sale,1188000,193
S000172,2023-11-20,Town Square,Nshama,25.02048,55.28788,apartment,1BR,1,810,75.2,Union (G),Green,125,19.7,secondary_sale,159400,197
S000173,2026-01-26,Jumeirah Golf Estates,JGE,25.02579,55.18719,villa,3BR_villa,3,3367,312.8,Jumeirah Golf Estates,Red,15,20.99,secondary_sale,1587600,472
S000174,2021-07-12,Dubai Creek Harbour,Creek,25.19848,55.35749,apartment,3BR,3,1453,135.0,Al Jadaf,Green,17,8.36,secondary_sale,569600,392
S000175,2021-06-24,Jumeirah 3,Jumeirah,25.21743,55.22223,villa,4BR_villa,4,4667,433.5,Union (G),Green,49,5.71,secondary_sale,2735800,586
S000176,2020-06-11,Remraam,Dubailand,25.01826,55.24479,apartment,2BR,2,866,80.5,ADCB,Red,120,20.12,secondary_sale,92800,107
S000177,2020-12-20,Jumeirah Islands,Emirates Living,25.05304,55.17568,villa,4BR_villa,4,3691,342.9,Mall of the Emirates,Red,36,18.86,secondary_sale,1312700,356
S000178,2023-06-09,Jumeirah Village Circle,JVC,25.06712,55.20384,apartment,1BR,1,830,77.1,Mall of the Emirates,Red,36,16.11,secondary_sale,183400,221
S000179,2021-11-25,Jumeirah 1,Jumeirah,25.2254,55.25383,apartment,3BR,3,1511,140.3,Salah Al Din (G),Green,41,3.76,secondary_sale,723200,479
S000180,2021-01-04,Falcon City of Wonders,Dubailand,25.04007,55.28872,villa,3BR_villa,3,2472,229.7,Abu Baker Al Siddique (G),Green,114,17.53,secondary_sale,392600,159
S000181,2024-11-02,Arabian Ranches 3,Arabian Ranches,25.04574,55.28124,villa,4BR_villa,4,3317,308.2,Al Nahda,Red,121,16.86,secondary_sale,1823400,550
S000182,2023-04-29,World Islands,World Islands,25.20111,55.16463,apartment,3BR,3,1498,139.2,Union (G),Green,67,11.05,secondary_sale,1336700,892
S000183,2021-05-21,Expo City,Dubai South,24.94412,55.15116,apartment,1BR,1,733,68.1,Expo 2020,Red,6,30.76,secondary_sale,93700,128
S000184,2022-11-14,Mirdif,Mirdif,25.21812,55.4475,villa,5BR_villa,5,4062,377.4,Centrepoint,Red,26,17.57,secondary_sale,998900,246
S000185,2023-10-09,Dubailand,Dubailand,25.01405,55.30637,apartment,1BR,1,872,81.0,Financial Centre,Red,86,20.62,secondary_sale,150800,173
S000186,2025-11-03,Dubai Marina,Dubai Marina,25.09502,55.14891,apartment,1BR,1,840,78.0,Jumeirah Golf Estates,Red,36,16.99,secondary_sale,526100,626
S000187,2024-04-29,Bulgari Resort,Jumeirah Bay,25.21653,55.25562,apartment,3BR,3,1650,153.3,Stadium,Red,63,2.86,secondary_sale,4604400,2790
S000188,2022-05-28,Liwan,Dubailand,25.06294,55.32788,apartment,1BR,1,696,64.7,MRT-1,Red,84,15.87,secondary_sale,147200,212
S000189,2020-10-13,Jebel Ali,Jebel Ali,25.01108,55.09295,apartment,1BR,1,632,58.7,Danube,Red,13,27.61,secondary_sale,59200,94
S000190,2021-01-09,Jumeirah Beach Residence,Dubai Marina,25.09374,55.15509,apartment,studio,0,512,47.6,Dubai Internet City,Red,25,16.63,secondary_sale,197900,386
S000191,2020-07-23,Madinat Jumeirah Living,Jumeirah,25.14177,55.19496,villa,4BR_villa,4,3103,288.3,Al Qiyadah,Red,99,10.09,secondary_sale,1714600,553
S000192,2025-07-08,Discovery Gardens,Discovery Gardens,25.04151,55.14951,apartment,1BR,1,844,78.4,Discovery Gardens,Red,9,21.4,secondary_sale,132500,157
S000193,2021-08-13,Downtown Dubai,Downtown,25.19178,55.26152,apartment,2BR,2,1812,168.3,Burj Khalifa/Dubai Mall,Red,6,1.43,secondary_sale,1246900,688
S000194,2025-04-09,Palm Jumeirah,Palm Jumeirah,25.11353,55.13423,apartment,1BR,1,798,74.1,Mashreq Bank,Red,17,16.9,secondary_sale,862200,1081
S000195,2023-04-26,Dubai Production City,IMPZ,25.02152,55.21612,apartment,1BR,1,673,62.6,MRT-1,Red,44,20.4,secondary_sale,121100,180
S000196,2021-08-09,Tilal Al Ghaf,Tilal Al Ghaf,25.03256,55.27891,villa,6BR_villa,6,7024,652.6,Jebel Ali,Red,54,18.31,secondary_sale,1654800,236
S000197,2020-05-20,Damac Hills,Damac Hills,25.03596,55.27614,apartment,studio,0,348,32.3,Al Qiyadah,Red,129,17.93,secondary_sale,65100,187
S000198,2021-07-19,Tilal Al Ghaf,Tilal Al Ghaf,25.01882,55.2792,villa,5BR_villa,5,6479,602.0,Al Furjan,Red,54,19.84,secondary_sale,1770800,273
S000199,2021-07-28,Maritime City,Maritime City,25.25585,55.25667,apartment,1BR,1,715,66.4,Baniyas Square (G),Green,24,6.76,secondary_sale,221200,310
S000200,2022-06-03,Downtown Dubai,Downtown,25.19974,55.26499,apartment,4BR_penthouse,4,2523,234.4,Burj Khalifa/Dubai Mall,Red,7,0.99,secondary_sale,2069500,820
S000201,2021-04-22,DAMAC Lagoons,Damac,25.06107,55.27069,villa,3BR_villa,3,2702,251.0,Jumeirah Golf Estates,Red,48,15.14,secondary_sale,546300,202
S000202,2022-05-14,Motor City,Motor City,25.04488,55.23345,apartment,1BR,1,658,61.1,Sharaf DG,Red,42,17.43,secondary_sale,152800,232
S000203,2021-09-09,Al Reem,Arabian Ranches,25.05203,55.24346,villa,3BR_villa,3,3980,369.7,Dubai Healthcare City,Green,85,16.44,secondary_sale,1105400,278
S000204,2021-09-04,Tilal Al Ghaf,Tilal Al Ghaf,25.01986,55.2731,villa,4BR_villa,4,3809,353.9,Baniyas Square (G),Green,116,19.72,secondary_sale,916700,241
S000205,2021-08-12,Meydan,Meydan,25.16011,55.31108,villa,5BR_villa,5,6334,588.4,First Abu Dhabi Bank,Red,33,5.53,secondary_sale,1899800,300
S000206,2021-08-07,Arabian Ranches 2,Arabian Ranches,25.05436,55.27152,villa,5BR_villa,5,4176,387.9,Mashreq Bank,Red,50,15.89,secondary_sale,1627700,390
S000207,2021-02-03,The Views,The Greens,25.09293,55.18558,apartment,4BR_penthouse,4,2408,223.7,Dubai Internet City,Red,6,14.64,secondary_sale,592400,246
S000208,2020-06-11,Emirates Hills,Emirates Hills,25.0575,55.16059,villa,3BR_villa,3,2565,238.3,Jebel Ali,Red,32,19.3,secondary_sale,1812300,707
S000209,2024-03-01,International City,International City,25.16805,55.39648,apartment,2BR,2,1318,122.5,Financial Centre,Red,59,12.7,secondary_sale,233500,177
S000210,2025-12-10,Pearl Jumeira,Jumeirah,25.22637,55.24691,villa,3BR_villa,3,3174,294.9,Oud Metha,Green,36,4.26,secondary_sale,3589600,1131
S000211,2025-11-02,Motor City,Motor City,25.0513,55.26267,apartment,3BR,3,1929,179.2,UAE Pavilion,Red,50,16.27,secondary_sale,787100,408
S000212,2020-01-31,Remraam,Dubailand,25.00393,55.2457,apartment,1BR,1,702,65.2,Dubai Investment Park,Red,41,21.68,secondary_sale,99100,141
S000213,2023-04-12,Dubai Harbour,Dubai Marina,25.07949,55.15877,apartment,1BR,1,744,69.1,Dubai Investment Park,Red,49,17.52,secondary_sale,707100,951
S000214,2025-07-25,Remraam,Dubailand,25.01052,55.23658,apartment,1BR,1,539,50.0,First Abu Dhabi Bank,Red,63,21.1,secondary_sale,78100,145
S000215,2023-01-07,Jumeirah Bay Island,Jumeirah,25.20241,55.26496,apartment,1BR,1,651,60.5,World Trade Centre,Red,25,1.11,secondary_sale,1148700,1763
S000216,2020-08-31,Umm Suqeim,Jumeirah,25.15814,55.2066,villa,5BR_villa,5,5632,523.2,Burj Khalifa/Dubai Mall,Red,44,8.09,secondary_sale,2865500,509
S000217,2021-07-03,The Greens,The Greens,25.09062,55.18239,apartment,4BR_penthouse,4,3060,284.3,Dubai Internet City,Red,2,15.04,secondary_sale,955800,312
S000218,2022-01-11,Bluewaters Island,Dubai Marina,25.08107,55.13082,villa,6BR_villa,6,7655,711.2,Mashreq Bank,Red,22,19.38,secondary_sale,3740700,489
S000219,2023-10-28,Al Furjan,Al Furjan,25.02199,55.14395,apartment,3BR,3,1865,173.3,Al Furjan,Red,3,23.5,secondary_sale,594100,319
S000220,2023-04-18,The Valley,Dubai-Al Ain Road,24.96358,55.48747,villa,4BR_villa,4,3457,321.1,Discovery Gardens,Red,154,33.69,secondary_sale,805500,233
S000221,2021-04-07,Emirates Hills,Emirates Hills,25.05859,55.16513,villa,4BR_villa,4,3520,327.0,Jumeirah Golf Estates,Red,16,18.94,secondary_sale,2276400,647
S000222,2020-11-08,Deira,Deira,25.27752,55.32171,apartment,1BR,1,816,75.9,Baniyas Square (G),Green,10,10.12,secondary_sale,120600,148
S000223,2023-07-10,Mira,Reem,25.03971,55.26296,villa,3BR_villa,3,2296,213.3,Baniyas Square (G),Green,110,17.55,secondary_sale,701100,305
S000224,2020-06-25,Business Bay,Business Bay,25.18972,55.24037,apartment,2BR,2,1356,126.0,Business Bay,Red,6,3.52,secondary_sale,677700,500
S000225,2023-05-29,Dubai Harbour,Dubai Marina,25.09042,55.15247,apartment,1BR,1,555,51.5,Jebel Ali,Red,46,17.08,secondary_sale,406900,734
S000226,2022-09-15,World Islands,World Islands,25.22572,55.14986,apartment,2BR,2,659,61.2,Danube,Red,101,12.92,secondary_sale,524900,796
S000227,2020-12-09,Al Barsha,Al Barsha,25.10228,55.19966,villa,5BR_villa,5,4970,461.8,UAE Pavilion,Red,51,12.96,secondary_sale,881600,177
S000228,2022-11-08,Jumeirah Park,Emirates Living,25.04863,55.15743,villa,5BR_villa,5,5134,477.0,Jumeirah Golf Estates,Red,18,20.29,secondary_sale,2267900,442
S000229,2024-05-11,Karama,Bur Dubai,25.25737,55.30892,apartment,3BR,3,1627,151.2,Salah Al Din,Red,21,7.54,secondary_sale,547200,336
S000230,2026-01-20,The Views,The Greens,25.10306,55.17162,apartment,2BR,2,1226,113.9,Mashreq Bank,Red,10,14.72,secondary_sale,964300,787
S000231,2022-09-19,Discovery Gardens,Discovery Gardens,25.04621,55.14018,apartment,2BR,2,1305,121.2,Al Furjan,Red,20,21.55,secondary_sale,361700,277
S000232,2025-04-29,Dubai Creek Harbour,Creek,25.20163,55.37329,apartment,2BR,2,1125,104.5,Al Jadaf,Green,21,9.96,secondary_sale,510500,454
S000233,2025-02-19,The Meadows,Emirates Living,25.0649,55.15125,villa,4BR_villa,4,3641,338.2,Sharaf DG,Red,28,19.24,secondary_sale,2140600,588
S000234,2022-03-06,Dubai Hills Estate,Mohammed Bin Rashid,25.1218,55.25972,apartment,1BR,1,816,75.8,Salah Al Din,Red,88,8.51,secondary_sale,374400,459
S000235,2025-04-18,Discovery Gardens,Discovery Gardens,25.05063,55.14522,apartment,1BR,1,761,70.7,Al Furjan,Red,19,20.85,secondary_sale,153500,202
S000236,2024-07-27,The Views,The Greens,25.098,55.18591,apartment,3BR,3,1383,128.5,Mall of the Emirates,Red,19,14.18,secondary_sale,569700,412
S000237,2026-01-07,Motor City,Motor City,25.05955,55.24362,apartment,1BR,1,804,74.7,Jumeirah Golf Estates,Red,35,15.62,secondary_sale,156000,194
S000238,2025-08-19,Jumeirah Bay Island,Jumeirah,25.20982,55.24915,apartment,3BR,3,2257,209.7,BurJuman,Red,34,2.9,secondary_sale,3811100,1688
S000239,2021-03-14,Jumeirah Lake Towers,JLT,25.06631,55.14592,apartment,studio,0,534,49.6,Mashreq Bank,Red,22,19.47,secondary_sale,92900,174
S000240,2020-04-29,Al Nahda,Al Nahda,25.29828,55.37336,apartment,2BR,2,949,88.1,Centrepoint,Red,20,15.01,secondary_sale,119700,126
S000241,2020-05-12,Dubai Festival City,Festival City,25.24426,55.33972,apartment,1BR,1,791,73.5,Oud Metha,Green,23,8.4,secondary_sale,159200,201
S000242,2025-01-01,DAMAC Lagoons,Damac,25.06117,55.27462,villa,5BR_villa,5,6413,595.7,Dubai Internet City,Red,47,15.13,secondary_sale,2331400,364
S000243,2022-03-20,Al Mamzar,Al Mamzar,25.28018,55.35934,apartment,studio,0,318,29.6,Al Qiyadah (G),Green,10,12.57,secondary_sale,84700,266
S000244,2024-03-07,Downtown Dubai,Downtown,25.20225,55.28312,apartment,2BR,2,1074,99.8,Union (G),Green,41,1.04,secondary_sale,1264000,1176
S000245,2023-08-01,Tilal Al Ghaf,Tilal Al Ghaf,25.01481,55.24227,villa,5BR_villa,5,4963,461.1,Sharaf DG,Red,55,20.54,secondary_sale,1885900,380
S000246,2026-03-03,Madinat Jumeirah Living,Jumeirah,25.13312,55.19283,apartment,3BR,3,1890,175.6,Mashreq Bank,Red,21,10.87,secondary_sale,1732900,917
S000247,2023-03-28,La Mer,Jumeirah,25.21862,55.27133,apartment,3BR,3,1415,131.4,Union (G),Green,30,2.4,secondary_sale,1533300,1084
S000248,2022-02-17,The Springs,Emirates Living,25.05275,55.18097,villa,5BR_villa,5,5323,494.5,Dubai Airport Free Zone,Green,133,18.61,secondary_sale,2957300,556
S000249,2021-10-08,DIFC,DIFC,25.20857,55.28816,apartment,2BR,2,988,91.8,Emirates Towers,Red,13,1.88,secondary_sale,918100,930
S000250,2024-01-30,Al Warqa,Al Warqa,25.20357,55.40622,villa,3BR_villa,3,2840,263.9,Dubai Airport Free Zone,Green,42,13.28,secondary_sale,725200,255
S000251,2023-07-27,World Islands,World Islands,25.23636,55.15292,apartment,2BR,2,1256,116.7,First Abu Dhabi Bank,Red,51,12.97,secondary_sale,1020800,813
S000252,2025-12-02,Mudon,Dubailand,25.04495,55.24886,villa,4BR_villa,4,4242,394.1,Business Bay,Red,70,17.12,secondary_sale,1124400,265
S000253,2020-06-12,Majan,Dubailand,25.07048,55.29504,apartment,4BR_penthouse,4,2861,265.8,Dubai Investment Park,Red,62,14.24,secondary_sale,410700,144
S000254,2024-04-02,Mudon,Dubailand,25.03491,55.2555,villa,3BR_villa,3,2128,197.7,Dubai Internet City,Red,45,18.15,secondary_sale,541900,255
S000255,2020-09-14,Jumeirah Village Circle,JVC,25.04218,55.20795,apartment,studio,0,353,32.8,Dubai Healthcare City,Green,92,18.49,secondary_sale,53400,151
S000256,2025-11-16,Sustainable City,Sustainable City,24.98121,55.28584,villa,3BR_villa,3,2640,245.3,UAE Pavilion,Red,72,24.04,secondary_sale,790300,299
S000257,2021-06-27,Reem Mira,Reem,25.04049,55.26847,villa,4BR_villa,4,3503,325.5,Dubai Investment Park,Red,52,17.44,secondary_sale,643300,184
S000258,2023-06-13,DAMAC Lagoons,Damac,25.05463,55.26134,villa,5BR_villa,5,5412,502.8,Al Ras,Green,103,15.91,secondary_sale,1593000,294
S000259,2021-06-28,Dubai Festival City,Festival City,25.22206,55.33575,apartment,studio,0,598,55.6,Etisalat,Green,20,6.76,secondary_sale,123700,207
S000260,2024-09-14,Expo City,Dubai South,24.96134,55.16897,apartment,3BR,3,1657,154.0,Expo 2020,Red,5,28.29,secondary_sale,483400,292
S000261,2020-10-26,Motor City,Motor City,25.04309,55.25588,apartment,1BR,1,605,56.2,Jebel Ali,Red,53,17.24,secondary_sale,77000,127
S000262,2024-02-17,Arabian Ranches 2,Arabian Ranches,25.04021,55.25858,villa,4BR_villa,4,3510,326.1,Creek,Green,85,17.53,secondary_sale,1733900,494
S000263,2022-09-04,Mirdif,Mirdif,25.20803,55.43423,villa,3BR_villa,3,3131,290.9,Baniyas Square,Red,55,16.13,secondary_sale,548600,175
S000264,2020-06-01,Mirdif,Mirdif,25.2201,55.42866,villa,3BR_villa,3,2642,245.4,Financial Centre,Red,62,15.73,secondary_sale,318700,121
S000265,2021-05-27,The Valley,Dubai-Al Ain Road,24.96554,55.50977,villa,3BR_villa,3,2272,211.1,Stadium,Red,158,35.01,secondary_sale,295300,130
S000266,2024-02-26,Mirdif,Mirdif,25.21674,55.41831,villa,5BR_villa,5,5154,478.9,Abu Baker Al Siddique (G),Green,49,14.64,secondary_sale,1512700,293
S000267,2024-03-26,Arabian Ranches,Arabian Ranches,25.04364,55.26058,villa,4BR_villa,4,3220,299.1,First Abu Dhabi Bank,Red,44,17.13,secondary_sale,1689100,525
S000268,2024-02-27,Dubai Marina,Dubai Marina,25.07814,55.12259,apartment,2BR,2,1066,99.1,Danube,Red,37,20.22,secondary_sale,525400,493
S000269,2022-02-12,Dubailand,Dubailand,25.0218,55.28996,villa,4BR_villa,4,3998,371.5,Jumeirah Golf Estates,Red,58,19.57,secondary_sale,599400,150
S000270,2023-09-27,The Springs,Emirates Living,25.0525,55.20267,villa,4BR_villa,4,4801,446.0,Financial Centre,Red,88,17.64,secondary_sale,2562600,534
S000271,2023-11-29,Dubai Creek Harbour,Creek,25.19465,55.35236,apartment,2BR,2,1239,115.1,Creek,Green,20,7.85,secondary_sale,810200,654
S000272,2025-02-04,Jumeirah Lake Towers,JLT,25.05645,55.12945,apartment,2BR,2,1232,114.5,Mashreq Bank,Red,24,21.4,secondary_sale,353300,287
S000273,2025-01-13,Bur Dubai,Bur Dubai,25.26493,55.30456,apartment,1BR,1,857,79.6,Baniyas Square (G),Green,19,8.12,secondary_sale,210400,246
S000274,2020-03-26,Palm Jumeirah,Palm Jumeirah,25.11112,55.15599,apartment,1BR,1,772,71.7,Palm Deira,Green,94,15.29,secondary_sale,359500,466
S000275,2021-08-08,Maritime City,Maritime City,25.25227,55.2517,apartment,2BR,2,1098,102.0,Baniyas Square (G),Green,26,6.54,secondary_sale,412100,375
S000276,2021-01-20,City Walk,Al Wasl,25.2228,55.25778,apartment,studio,0,309,28.7,Abu Baker Al Siddique,Red,50,3.3,secondary_sale,146700,475
S000277,2020-03-07,City Walk,Al Wasl,25.20213,55.25425,apartment,1BR,1,817,75.9,Business Bay,Red,12,2.1,secondary_sale,415400,508
S000278,2022-12-18,Jumeirah 1,Jumeirah,25.22613,55.27459,apartment,1BR,1,713,66.3,Al Ras,Green,28,3.22,secondary_sale,584100,819
S000279,2023-01-29,Downtown Dubai,Downtown,25.18333,55.26965,apartment,3BR,3,1726,160.4,Burj Khalifa/Dubai Mall,Red,6,1.61,secondary_sale,1696800,983
S000280,2021-10-10,Mudon,Dubailand,25.0482,55.25465,villa,3BR_villa,3,2981,276.9,Salah Al Din,Red,109,16.69,secondary_sale,507500,170
S000281,2023-03-28,Maritime City,Maritime City,25.26869,55.2318,apartment,1BR,1,877,81.5,ADCB,Red,27,9.03,secondary_sale,513900,586
S000282,2020-01-17,Jumeirah 1,Jumeirah,25.22297,55.27333,apartment,2BR,2,1194,110.9,Palm Deira,Green,23,2.87,secondary_sale,682200,571
S000283,2022-10-25,Arabian Ranches 3,Arabian Ranches,25.0611,55.29547,villa,4BR_villa,4,4023,373.7,BurJuman (G),Green,91,15.28,secondary_sale,1899000,472
S000284,2025-07-25,Liwan,Dubailand,25.09117,55.30669,apartment,1BR,1,736,68.3,Expo 2020,Red,93,12.23,secondary_sale,233700,318
S000285,2020-02-11,Al Furjan,Al Furjan,25.03081,55.14706,apartment,3BR,3,2117,196.6,Al Furjan,Red,4,22.51,secondary_sale,442400,209
S000286,2023-05-26,Jumeirah Beach Residence,Dubai Marina,25.08286,55.10996,apartment,3BR,3,1878,174.4,Etisalat,Green,131,20.87,secondary_sale,1013400,540
S000287,2023-12-20,Motor City,Motor City,25.04061,55.24311,apartment,1BR,1,706,65.6,UAE Pavilion,Red,50,17.7,secondary_sale,235600,334
S000288,2025-12-12,Dubai Creek Harbour,Creek,25.20238,55.34444,apartment,3BR,3,1938,180.0,World Trade Centre,Red,36,7.07,secondary_sale,1007400,520
S000289,2023-05-28,Bukadra,Bukadra,25.19442,55.33374,villa,4BR_villa,4,3491,324.3,Max,Red,33,5.98,secondary_sale,1500700,430
S000290,2023-10-08,Jumeirah Golf Estates,JGE,25.01435,55.18795,villa,6BR_villa,6,7012,651.5,UAE Exchange,Red,56,22.12,secondary_sale,3592100,512
S000291,2024-01-27,Damac Hills 2,Damac Hills,24.96578,55.29882,villa,4BR_villa,4,5917,549.7,Dubai Investment Park,Red,54,25.85,secondary_sale,1440600,243
S000292,2023-08-04,Palm Jumeirah,Palm Jumeirah,25.10852,55.13228,apartment,1BR,1,819,76.1,Energy,Red,63,17.37,secondary_sale,666600,814
S000293,2026-02-28,Discovery Gardens,Discovery Gardens,25.03842,55.17146,apartment,2BR,2,1304,121.1,MRT-1,Red,11,20.47,secondary_sale,292600,224
S000294,2021-01-17,The Views,The Greens,25.11717,55.18351,apartment,2BR,2,763,70.9,First Abu Dhabi Bank,Red,36,12.76,secondary_sale,137100,180
S000295,2024-01-09,Expo City,Dubai South,24.94497,55.16816,apartment,2BR,2,935,86.9,Expo 2020,Red,4,30.02,secondary_sale,279200,299
S000296,2023-01-11,Jumeirah 3,Jumeirah,25.20734,55.24824,apartment,3BR,3,1888,175.4,BurJuman,Red,40,2.86,secondary_sale,1537300,814
S000297,2025-07-20,Green Community,DIP,25.00694,55.1903,villa,3BR_villa,3,3514,326.5,Dubai Investment Park,Red,9,22.79,secondary_sale,866800,247
S000298,2026-02-12,Al Furjan,Al Furjan,25.03202,55.1709,apartment,1BR,1,837,77.8,Danube,Red,15,21.12,secondary_sale,281200,336
S000299,2024-04-29,Bluewaters Island,Dubai Marina,25.07905,55.11578,apartment,1BR,1,491,45.6,Mashreq Bank,Red,25,20.68,secondary_sale,481000,980
S000300,2022-04-29,Bukadra,Bukadra,25.18531,55.33586,villa,3BR_villa,3,2666,247.7,Financial Centre,Red,33,6.32,secondary_sale,1028200,386
S000301,2025-05-15,Al Nahda,Al Nahda,25.29373,55.3685,apartment,studio,0,390,36.2,Stadium (G),Green,4,14.31,secondary_sale,105100,269
S000302,2025-08-03,Arabian Ranches,Arabian Ranches,25.05459,55.25152,villa,3BR_villa,3,3647,338.8,Baniyas Square (G),Green,104,16.02,secondary_sale,1726400,473
S000303,2022-04-24,Jumeirah 2,Jumeirah,25.2189,55.24197,apartment,3BR,3,1342,124.7,BurJuman,Red,33,4.06,secondary_sale,858700,640
S000304,2021-10-16,Dubailand,Dubailand,25.03531,55.29075,villa,4BR_villa,4,3598,334.2,Dubai Investment Park,Red,60,18.08,secondary_sale,467300,130
S000305,2020-05-02,Umm Suqeim,Jumeirah,25.14115,55.20929,villa,4BR_villa,4,4436,412.1,Mall of the Emirates,Red,22,9.04,secondary_sale,1528200,345
S000306,2021-04-09,Motor City,Motor City,25.04149,55.2433,apartment,3BR,3,1807,167.9,Dubai Internet City,Red,39,17.59,secondary_sale,301000,167
S000307,2020-08-29,Business Bay,Business Bay,25.19094,55.22612,apartment,3BR,3,1360,126.4,Business Bay,Red,6,4.91,secondary_sale,457400,336
S000308,2022-03-01,Business Bay,Business Bay,25.18718,55.27261,apartment,2BR,2,1262,117.3,Business Bay,Red,4,1.13,secondary_sale,765200,606
S000309,2025-08-15,Dubai South,Dubai South,24.91291,55.17109,villa,4BR_villa,4,2605,242.0,Expo 2020,Red,29,33.28,secondary_sale,347000,133
S000310,2023-08-03,Al Nahda,Al Nahda,25.28288,55.36381,apartment,studio,0,601,55.9,Al Nahda,Red,5,13.1,secondary_sale,162500,270
S000311,2022-08-05,Falcon City of Wonders,Dubailand,25.05072,55.31466,apartment,3BR,3,2381,221.2,Expo 2020,Red,82,16.79,secondary_sale,582000,244
S000312,2020-03-25,The Springs,Emirates Living,25.04323,55.17473,villa,4BR_villa,4,2568,238.6,Oud Metha,Green,104,19.84,secondary_sale,680300,265
